22  738460.954861  11.40  18.60  29.10  79.46
23  738460.964595  11.20  18.10  29.20  79.46
23  738460.974329  11.90  21.30  29.10  79.76
23  738460.984051  12.40  23.10  29.20  78.64
23  738460.993785  13.60  24.00  29.20  79.87
0  738461.003519  12.40  25.50  29.20  79.87
0  738461.013241  10.90  19.60  29.10  78.74
0  738461.022975  10.50  23.40  29.10  78.44
0  738461.032708  10.20  18.90  29.10  78.44
1  738461.042431  10.10  23.20  29.20  80.27
1  738461.052164   9.20  22.70  29.10  79.76
1  738461.061898   7.80  21.10  29.20  79.76
1  738461.071632   6.90  14.50  29.10  79.25
1  738461.081354   7.50  15.90  29.10  78.13
2  738461.091088   6.20  13.10  29.10  78.34
2  738461.100822   6.00  13.90  29.10  78.23
2  738461.110544   5.80  12.90  29.10  78.23
2  738461.120278   5.80  15.20  29.00  76.81
3  738461.130012   5.70  12.10  29.00  76.19
3  738461.139745   6.20  12.70  29.00  76.50
3  738461.149468   6.40  15.40  29.00  76.19
3  738461.159201   7.30  14.40  29.00  76.19
4  738461.168935   7.40  15.00  29.00  75.68
4  738461.178657   8.10  18.40  29.00  75.68
4  738461.188391   8.00  15.80  28.90  75.48
4  738461.198125   9.20  20.00  29.00  75.38
4  738461.207847   8.90  18.40  29.00  75.38
5  738461.217581   8.10  16.00  28.90  75.17
5  738461.227315   8.60  16.30  29.00  75.17
5  738461.237037   8.70  15.30  28.80  75.48
5  738461.246771  10.30  20.10  28.90  76.50
6  738461.256505  10.50  20.50  28.90  76.50
6  738461.266227  11.10  23.90  28.90  76.60
6  738461.275961  10.50  20.50  28.90  75.99
6  738461.285694  10.60  17.80  28.90  75.48
7  738461.295428   9.70  18.80  28.90  75.07
7  738461.305150   9.90  21.10  28.80  74.77
7  738461.314884   9.70  23.10  28.90  76.09
7  738461.324618   9.10  21.40  28.90  75.38
8  738461.334352   9.70  18.40  28.90  75.38
8  738461.344086  10.30  22.70  28.80  74.66
8  738461.353819   9.90  23.30  28.90  75.28
8  738461.363553  10.30  24.10  28.80  75.07
8  738461.373275  10.40  24.20  28.80  75.07
9  738461.383009   9.50  20.60  28.90  75.68
9  738461.392743  10.50  26.00  28.90  75.68
9  738461.402465  11.10  26.10  28.90  75.79
9  738461.412199  11.00  24.50  28.90  77.52
10  738461.421933   9.60  19.20  29.00  76.91
10  738461.431655   8.90  17.90  29.00  77.01
10  738461.441389   9.20  17.20  29.00  77.01
10  738461.451123   9.80  16.50  29.00  77.11
11  738461.460856   8.70  16.30  29.10  77.52
11  738461.470590   8.40  12.90  29.10  78.03
11  738461.480324   8.90  19.00  29.10  78.03
11  738461.490058   9.50  18.10  29.10  78.13
11  738461.499792   9.90  14.40  29.10  77.93
12  738461.509525  12.10  20.70  29.20  79.76
12  738461.519259  12.40  22.00  29.20  79.76
12  738461.528981  14.50  21.50  29.20  79.76
12  738461.538715  16.10  21.70  29.20  79.87
13  738461.548461  14.40  18.70  29.30  79.76
13  738461.558183  14.70  19.80  29.30  79.15
13  738461.567928  13.00  17.80  29.30  79.05
13  738461.577662  13.40  18.00  29.30  78.95
14  738461.587384  12.60  15.90  29.30  78.74
14  738461.597118  13.10  14.60  29.30  78.34
14  738461.606852  12.70  15.90  29.30  78.34
14  738461.616586  13.40  17.70  29.30  78.54
15  738461.626308  12.10  16.60  29.30  78.64
15  738461.636042  11.00  13.40  29.30  78.64
15  738461.645775  10.90  13.60  29.30  78.44
15  738461.655498  10.50  11.80  29.40  78.54
15  738461.665231  10.20  13.00  29.40  78.54
16  738461.674965  10.00  13.10  29.30  78.54
16  738461.684699   9.50  11.60  29.30  78.13
16  738461.694444   9.00  11.00  29.40  77.62
16  738461.704190   8.80  12.60  29.30  77.62
17  738461.713935   8.60   9.60  29.30  77.62
17  738461.723657   8.00  11.60  29.40  77.42
17  738461.733391   7.90   9.40  29.40  77.21
17  738461.743148   8.30  14.50  29.40  76.60
18  738461.752882   8.30  12.50  29.30  76.91
18  738461.762616   7.90  10.50  29.40  77.01
18  738461.772338   8.40  13.30  29.30  77.11
18  738461.782072   8.70  14.40  29.30  77.11
19  738461.791806   9.70  14.60  29.30  77.52
19  738461.801528  10.30  13.40  29.30  77.52
19  738461.811262  10.70  14.40  29.30  77.93
