17  738459.712928   3.60  12.50  29.10  77.72
17  738459.722662   4.70  14.10  28.80  73.24
17  738459.732407   4.90  19.10  29.10  72.73
17  738459.742141   6.00  17.70  29.10  75.89
18  738459.751887   3.30   9.00  29.10  75.89
18  738459.761632   3.20   6.50  28.80  77.01
18  738459.771366   2.50   6.40  28.90  77.11
18  738459.781111   2.40   5.10  28.80  77.01
18  738459.790845   2.50   5.70  28.80  77.11
19  738459.800590   3.00   8.00  28.90  77.42
19  738459.810347   2.90   8.70  28.80  77.62
19  738459.820081   3.70   6.90  28.80  81.60
19  738459.829815   3.10   6.10  28.70  81.60
20  738459.839537   3.70   8.40  28.70  78.95
20  738459.849271   4.00   8.50  28.70  78.95
20  738459.859005   3.80   9.70  28.70  80.07
20  738459.868773   3.60   7.30  28.80  80.38
21  738459.878519   3.60   5.00  28.70  80.17
21  738459.888264   3.50   7.10  28.80  78.74
21  738459.897998   3.80   5.00  28.70  78.74
21  738459.907743   3.70   5.00  28.80  78.03
22  738459.917477   3.60  10.00  28.80  77.72
22  738459.927199   4.60   8.80  28.80  78.23
22  738459.936933   7.10  14.90  28.80  78.34
22  738459.946667   7.10  12.10  28.80  82.31
22  738459.956389   6.70  11.90  28.80  82.62
23  738459.966134   6.20  13.00  28.80  82.72
23  738459.975868   5.80   9.00  28.90  82.72
23  738459.985602   5.80  10.50  28.90  84.35
23  738459.995324   5.70  10.40  28.80  83.64
0  738460.005058   5.60   9.40  28.80  83.33
0  738460.014792   5.80  11.50  28.90  83.33
0  738460.024514   5.60   8.20  28.80  82.52
0  738460.034248   5.50  10.50  28.80  82.62
1  738460.043981   5.40  11.10  28.80  82.62
1  738460.053704   5.70   9.60  28.80  83.74
1  738460.063449   5.00   8.10  28.90  83.33
1  738460.073194   4.90   6.70  28.90  83.33
1  738460.082928   5.10   7.20  28.90  83.13
2  738460.092662   4.20   6.20  29.00  83.13
2  738460.102396   4.20   7.60  28.90  83.03
2  738460.112130   3.60   6.30  28.90  83.03
2  738460.121852   3.80   5.70  28.90  82.11
3  738460.131586   4.00   5.60  28.80  82.31
3  738460.141319   4.00   7.10  28.90  82.11
3  738460.151042   4.40  10.80  28.80  82.31
3  738460.160775   4.20   6.10  29.10  81.50
4  738460.170521   4.90   8.20  29.10  81.50
4  738460.180243   5.50   8.90  29.10  81.19
4  738460.189977   7.20  13.20  29.10  80.99
4  738460.199711   8.80  12.50  29.10  80.78
5  738460.209444   9.90  16.50  29.10  80.68
5  738460.219178  10.70  14.00  29.20  80.58
5  738460.228924  10.40  14.00  29.10  80.58
5  738460.238657   9.00  12.70  29.10  80.48
5  738460.248380   8.10  10.70  29.20  80.07
6  738460.258113   7.00  10.30  29.40  79.36
6  738460.267859   6.60  13.30  29.30  79.36
6  738460.277581   2.50   7.00  29.10  74.56
6  738460.287315   2.70  10.50  29.10  74.56
7  738460.297049   2.60   8.90  29.00  74.46
7  738460.306806   2.90  11.90  29.00  74.15
7  738460.316539   2.10   8.90  29.00  73.85
7  738460.326262   1.90   7.30  29.00  73.34
8  738460.336007   1.80   7.00  29.00  73.34
8  738460.345741   1.70   6.20  29.10  73.44
8  738460.355498   1.90   6.90  29.10  73.54
8  738460.365231   2.40  10.70  29.10  73.75
8  738460.374954   2.90   9.40  28.90  74.66
9  738460.384687   2.90   7.60  28.90  74.56
9  738460.394433   3.90  10.30  29.20  72.32
9  738460.404155   3.80   8.30  29.30  71.60
9  738460.413900   4.60  11.10  29.20  71.60
10  738460.423634   4.30  10.30  29.20  71.60
10  738460.433368   4.00   9.40  29.30  72.52
10  738460.443090   3.90   8.80  29.20  72.01
10  738460.452824   3.70   7.70  29.20  72.11
11  738460.462558   4.10   9.20  29.20  72.42
11  738460.472280   4.40   9.30  29.30  73.24
11  738460.482014   4.00   8.00  29.40  73.24
11  738460.491748   4.60  16.50  29.40  74.56
12  738460.501470   4.70  11.00  29.20  77.52
12  738460.511204   4.90  14.10  29.30  77.11
12  738460.520938   5.00   9.50  29.30  77.11
12  738460.530671   5.10   9.50  29.40  77.11
12  738460.540405   4.70   8.30  29.40  76.30
13  738460.550150   5.00  10.30  29.20  76.81
13  738460.559884   5.10   9.10  29.20  76.81
13  738460.569606   5.30  14.10  29.30  76.81
13  738460.579340   4.50   8.60  29.50  77.62
14  738460.589074   4.70   9.80  29.40  77.62
14  738460.598796   5.00  10.60  29.40  77.72
14  738460.608530   4.70   8.80  29.40  77.62
14  738460.618264   4.80   7.20  29.40  76.50
15  738460.628009   5.10   7.60  29.50  75.68
15  738460.637743   5.40  10.70  29.40  75.58
15  738460.647488   5.80  10.90  29.50  75.68
15  738460.657222   5.90   9.50  29.50  76.60
16  738460.666979   5.50   9.70  29.50  76.91
16  738460.676713   5.90  12.10  29.50  76.91
16  738460.686435   6.00  11.20  29.60  77.11
16  738460.696169   6.20  12.50  29.50  77.32
16  738460.705914   6.10  11.60  29.50  77.32
17  738460.715637   6.10  11.60  29.50  77.11
17  738460.725370   5.90  10.80  29.40  77.62
17  738460.735104   6.00   9.40  29.40  77.62
17  738460.744826   6.20  11.10  29.50  76.30
18  738460.754560   6.00  11.60  29.50  76.09
18  738460.764294   5.80   9.60  29.50  75.99
18  738460.774028   5.70   9.50  29.50  75.89
18  738460.783750   5.80   9.20  29.60  75.38
19  738460.793484   5.80   9.30  29.50  75.28
19  738460.803218   6.00  11.00  29.50  75.07
19  738460.812940   5.70  10.70  29.50  75.07
19  738460.822685   5.90  11.80  29.50  74.56
19  738460.832431   5.60  11.60  29.60  76.91
20  738460.842176   6.10  14.00  29.60  77.62
20  738460.851898   6.60  12.70  29.60  78.13
20  738460.861644   7.10  11.10  29.60  78.23
20  738460.871377   8.20  12.50  29.60  78.95
21  738460.881100   8.50  12.50  29.60  78.95
21  738460.890833   9.50  13.90  29.60  79.15
21  738460.900567  10.70  17.70  29.70  80.38
21  738460.910289  11.20  17.80  29.70  80.48
22  738460.920023  12.00  19.60  29.60  80.68
22  738460.929757  12.50  19.20  29.70  80.68
